title,genres,keywords
Savages,Crime Drama Thriller,explosive widow american abroad eye gouging dea agent shot southern california surrogate daughter laguna beach california enforcer gardner skull mask dea
This Is 40,Comedy,husband wife relationship family relationships love parenting parents financial problem duringcreditsstinger
Malena,Drama,jealousy sicily italy world war ii longing sex trafficking intrigue pretty woman
Run Lola Run,Action Drama Thriller,daughter race against time berlin germany homeless person casino red hair nun supermarket ambulance subway money fate time loop
The House with a Clock in Its Walls,Fantasy Family Comedy,based on novel or book clock haunted house uncle pumpkin orphan warlock secret passageway 1950s magician
Freedom Writers,Crime Drama,daughter high school based on novel or book black people holocaust (shoah) ghetto diary violence in schools principal witness  biography racial segregation anne frank school excursion idealism based on true story racial tension gang violence
Alvin and the Chipmunks: Chipwrecked,Comedy Fantasy Family Music Animation,sequel chipmunk cruise ship live action and animation overboard
Spy Kids 2: The Island of Lost Dreams,Action Adventure Family Comedy Science Fiction,island experiment spy wretch secret organization villain rivalry scientist secrecy
Only Lovers Left Alive,Drama Romance,musician vampire tangier morocco love detroit michigan contamination vampiress (female vampire)
Adventureland,Comedy Drama,infidelity amusement park summer job carny marijuana joint reconciliation ticket booth job seeking leaving home duringcreditsstinger young adult 1980s
Piranha 3D,Comedy Horror,yacht film in film scuba diving creature piranha spring break man eating monster
New Year's Eve,Comedy Romance,new year's eve holiday illustrator caterer pedicab ticket videoconferencing multiple storylines duringcreditsstinger
Camp Rock,Family Music Comedy Drama TV Movie Romance,summer camp rock star aspiring singer camp singing summer lying teenage romance
Malignant,Horror Mystery Thriller,dream monster brain tumor detective seattle washington gore murder vision serial killer hospital miscarriage videotape murder mystery sister sister relationship psychic connection american giallo
3 Days to Kill,Action Drama Thriller,daughter cia wife killing retirement family secret service illegal drugs husband
Last Vegas,Comedy,florida new york city california new jersey casino drag queen married couple sarcasm male friendship grandfather malibu stag night las vegas older man younger woman relationship divorced widower brooklyn new york city group of friends childhood friends military veteran elderly bachelor party
Shaolin Soccer,Action Comedy,martial arts kung fu sports steel helmet stadium champion shaolin football (soccer) football (soccer) player
Das Boot,Drama History War,based on novel or book submarine war correspondent atlantic ocean gibraltar world war ii duty suicide mission drinking sailor convoy destroyer naval warfare naval battle battle of the atlantic
Galaxy Quest,Comedy Science Fiction Adventure,spacecraft teleportation space battle parody spoof fans fan convention actors tv show humanoid alien galaxy quest
The Nutcracker and the Four Realms,Fantasy Adventure Family,princess magic fairy tale betrayal magical object based on short story christmas
Cinderella Man,Romance Drama History,daughter transporter sports world cup socially deprived family boxer family's daily life netherlands comeback defeat training heavy weight folk hero biography boxing
The Drop,Drama Crime,robbery hitman winter blackmail crime boss bartender mobster organized crime pitbull church catholic brooklyn new york city ex-con super bowl abandoned puppy
Creed III,Drama Action,husband wife relationship philadelphia pennsylvania sports deaf sequel orphan former best friend ex-con childhood friends juvenile detention center boxing prodigy
In the Tall Grass,Horror Drama Thriller,based on novel or book maze pregnant woman father son relationship brother sister relationship grass field
Victor Frankenstein,Drama Science Fiction Thriller,london england experiment reanimated corpse 19th century
Monte Carlo,Adventure Comedy Romance,monte carlo mistaken identity look-alike young woman texan american abroad
Once Upon a Time in Mexico,Action Drama Mystery,cia corruption revenge brutality drug lord
The Naked Gun 2½: The Smell of Fear,Comedy Crime,usa president washington dc usa the white house police parody slapstick comedy spoof los angeles california good versus evil based on tv series
Garfield: A Tail of Two Kitties,Animation Comedy Family Adventure,luxury london england cat mistake in person wretch prince mistaken identity based on comic royalty animal nobility
The Unholy,Horror Mystery,demon religious horror
The Hate U Give,Crime Drama,high school based on novel or book trauma protest riot teenage girl racism police officer preparatory school racial profiling generation z based on young adult novel
The Human Centipede (First Sequence),Horror,sadism kidnapping exploitation surgeon body mutilation police officer psychosis coprophilia scalpel equestrian torture porn coprophagia anesthesia intravenous misanthrope shock value
Sex and the City,Comedy Drama Romance,hotel new year's eve new york city forgiveness city portrait fashion journal saint louis female friendship romantic comedy fashion designer malibu loss of libido botox couples therapy best friend wedding break-up fashion manhattan new york city desire to have children female sexuality
Sinister 2,Horror,nightmare police investigation supernatural haunted house snuff deputy sequel evil spirit murder private investigator disappearance investigator twins killer evil ritual murder ghost mysterious killer evil child isolated farmhouse cold case supernatural power rural
Inkheart,Adventure Family Fantasy,fairy tale supernatural eavesdropping writer's block unicorn
The Karate Kid Part II,Adventure Drama Action Romance Family,underdog martial arts japan sports death of father okinawa sequel feud revenge teen movie japanese woman self esteem mentor protégé relationship japanese family japanese girl traditional culture romantic rival japanese tradition enemy turned friend
Killing Them Softly,Crime Thriller,hotel robbery based on novel or book poker hitman gambling gangster junkie cynicism alcoholism economy murder hit mobster organized crime brutality drugs criminal ex-con neo-noir bar violence
